Rodada;Data;Horario;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
36;19/11/2006;16h00;Domingo;Sao Paulo;Athletico-PR;-;Morumbi;1;1;SP;PR;-
36;19/11/2006;18h10;Domingo;Botafogo-RJ;Goias;-;Maracana;2;2;RJ;GO;-
36;19/11/2006;18h10;Domingo;Cruzeiro;Santos;-;Mineirao;1;1;MG;SP;-
36;19/11/2006;18h10;Domingo;Fortaleza;Ponte Preta;Fortaleza;Presidente Vargas;1;0;CE;SP;CE
36;19/11/2006;16h00;Domingo;Juventude;Palmeiras;Juventude;Alfredo Jaconi;3;2;RS;SP;RS
36;19/11/2006;16h00;Domingo;Parana;Internacional;Parana;Durival de Brito;1;0;PR;RS;PR
36;19/11/2006;16h00;Domingo;Sao Caetano;Vasco;Vasco;Anacleto Campanella;0;1;SP;RJ;RJ
37;26/11/2006;16h00;Domingo;Botafogo-RJ;Corinthians;-;Maracana;0;0;RJ;SP;-
37;26/11/2006;16h00;Domingo;Juventude;Fortaleza;-;Alfredo Jaconi;2;2;RS;CE;-
37;26/11/2006;16h00;Domingo;Vasco;Santos;-;Sao Januario;1;1;RJ;SP;-
37;26/11/2006;16h00;Domingo;Athletico-PR;Figueirense;Figueirense;Durival de Brito;1;4;PR;SC;SC
37;26/11/2006;16h00;Domingo;Santa Cruz;Fluminense;Fluminense;Arruda;1;2;PE;RJ;RJ
37;26/11/2006;16h00;Domingo;Goias;Ponte Preta;Goias;Serra Dourada;3;0;GO;SP;GO
37;26/11/2006;16h00;Domingo;Gremio;Flamengo;Gremio;Olimpico Monumental;3;0;RS;RJ;RS
37;26/11/2006;16h00;Domingo;Palmeiras;Internacional;Internacional;Parque Antartica;1;4;SP;RS;RS
37;26/11/2006;16h00;Domingo;Sao Caetano;Parana;Parana;Anacleto Campanella;0;2;SP;PR;PR
37;26/11/2006;16h00;Domingo;Sao Paulo;Cruzeiro;Sao Paulo;Morumbi;2;0;SP;MG;SP
38;02/12/2006;18h10;Sabado;Flamengo;Sao Caetano;Flamengo;Raulino de Oliveira;4;1;RJ;SP;RJ
38;02/12/2006;18h10;Sabado;Internacional;Goias;Goias;Beira Rio;1;4;RS;GO;GO
38;03/12/2006;16h00;Domingo;Ponte Preta;Athletico-PR;-;Moises Lucarelli;1;1;SP;PR;-
38;03/12/2006;16h00;Domingo;Fluminense;Palmeiras;-;Maracana;1;1;RJ;SP;-
38;03/12/2006;16h00;Domingo;Parana;Sao Paulo;-;Durival de Brito;0;0;PR;SP;-
38;03/12/2006;16h00;Domingo;Figueirense;Vasco;-;Orlando Scarpelli;0;0;SC;RJ;-
38;03/12/2006;16h00;Domingo;Corinthians;Juventude;Corinthians;Pacaembu;5;3;SP;RS;SP
38;03/12/2006;16h00;Domingo;Cruzeiro;Botafogo-RJ;Cruzeiro;Mineirao;3;1;MG;RJ;MG
38;03/12/2006;18h10;Domingo;Fortaleza;Gremio;Fortaleza;Presidente Vargas;1;0;CE;RS;CE
38;03/12/2006;18h10;Domingo;Santos;Santa Cruz;Santos;Vila Belmiro;3;1;SP;PE;SP
1;12/05/2007;18h10;Sabado;Fluminense;Cruzeiro;-;Maracana;2;2;RJ;MG;-
1;12/05/2007;18h10;Sabado;Figueirense;Athletico-PR;Athletico-PR;Orlando Scarpelli;3;6;SC;PR;PR
1;12/05/2007;18h10;Sabado;Sao Paulo;Goias;Sao Paulo;Morumbi;2;0;SP;GO;SP
1;13/05/2007;16h00;Domingo;Atletico-MG;Nautico;Atletico-MG;Mineirao;2;1;MG;PE;MG
1;13/05/2007;16h00;Domingo;Internacional;Botafogo-RJ;Botafogo-RJ;Beira Rio;2;3;RS;RJ;RJ
1;13/05/2007;18h10;Domingo;Corinthians;Juventude;Corinthians;Morumbi;1;0;SP;RS;SP
1;13/05/2007;16h00;Domingo;Flamengo;Palmeiras;Palmeiras;Maracana;2;4;RJ;SP;SP
1;13/05/2007;16h00;Domingo;Parana;Gremio;Parana;Durival de Brito;3;0;PR;RS;PR
1;13/05/2007;18h10;Domingo;Sport;Santos;Sport;Ilha do Retiro;4;1;PE;SP;PE
1;13/05/2007;18h10;Domingo;America-RN;Vasco;Vasco;Machadao;0;1;RN;RJ;RJ
2;17/05/2007;18h10;Sabado;Sport;Vitoria;-;Ilha do Retiro;0;0;PE;ES;-
2;17/05/2007;18h10;Sabado;Cruzeiro;Botafogo-RJ;Cruzeiro;Mineirao;1;0;MG;RJ;MG
2;17/05/2007;18h10;Sabado;Vasco;Portuguesa;Vasco;Sao Januario;3;1;RJ;SP;RJ
2;19/05/2007;18h10;Sabado;Santos;America-RN;America-RN;Vila Belmiro;2;3;SP;RN;RN
2;19/05/2007;18h10;Sabado;Athletico-PR;Internacional;Athletico-PR;Kyocera Arena;2;1;PR;RS;PR
2;19/05/2007;18h10;Sabado;Juventude;Parana;Parana;Alfredo Jaconi;1;2;RS;PR;PR
2;20/05/2007;16h00;Domingo;Botafogo-RJ;Atletico-MG;Botafogo-RJ;Maracana;2;1;RJ;MG;RJ
2;20/05/2007;16h00;Domingo;Cruzeiro;Corinthians;Corinthians;Mineirao;0;3;MG;SP;SP
2;20/05/2007;16h00;Domingo;Goias;Flamengo;Flamengo;Serra Dourada;1;3;GO;RJ;RJ
2;20/05/2007;18h10;Domingo;Gremio;Fluminense;Gremio;Olimpico Monumental;2;0;RS;RJ;RS
2;20/05/2007;18h10;Domingo;Nautico;Sao Paulo;Nautico;Aflitos;1;0;PE;SP;PE
2;20/05/2007;16h00;Domingo;Palmeiras;Figueirense;Palmeiras;Parque Antartica;2;1;SP;SC;SP
2;20/05/2007;18h10;Domingo;Vasco;Sport;Vasco;Sao Januario;3;1;RJ;PE;RJ
3;26/05/2007;18h10;Sabado;Corinthians;Atletico-MG;-;Morumbi;0;0;SP;MG;-
3;26/05/2007;18h10;Sabado;America-RN;Figueirense;Figueirense;Machadao;0;1;RN;SC;SC
3;26/05/2007;18h10;Sabado;Fluminense;Internacional;Fluminense;Maracana;3;0;RJ;RS;RJ
3;27/05/2007;18h10;Domingo;Flamengo;Botafogo-RJ;-;Maracana;2;2;RJ;RJ;-
3;27/05/2007;16h00;Domingo;Sao Paulo;Palmeiras;-;Morumbi;0;0;SP;SP;-
3;27/05/2007;16h00;Domingo;Nautico;Vasco;-;Aflitos;2;2;PE;RJ;-
3;27/05/2007;18h10;Domingo;Goias;Juventude;Goias;Serra Dourada;3;1;GO;RS;GO
3;27/05/2007;16h00;Domingo;Gremio;Sport;Gremio;Olimpico Monumental;1;0;RS;PE;RS
3;27/05/2007;18h10;Domingo;Cruzeiro;Parana;Parana;Mineirao;3;4;MG;PR;PR
3;27/05/2007;16h00;Domingo;Athletico-PR;Santos;Santos;Kyocera Arena;0;1;PR;SP;SP
4;02/06/2007;18h10;Sabado;Atletico-MG;Athletico-PR;-;Mineirao;1;1;MG;PR;-
4;02/06/2007;18h10;Sabado;Botafogo-RJ;Gremio;Botafogo-RJ;Maracana;3;0;RJ;RS;RJ
4;02/06/2007;18h10;Sabado;Figueirense;Goias;Figueirense;Orlando Scarpelli;2;1;SC;GO;SC
4;03/06/2007;16h00;Domingo;Santos;Corinthians;-;Vila Belmiro;1;1;SP;SP;-
4;03/06/2007;16h00;Domingo;Sport;Flamengo;-;Ilha do Retiro;2;2;PE;RJ;-
4;03/06/2007;18h10;Domingo;Vasco;Fluminense;-;Maracana;1;1;RJ;RJ;-
4;03/06/2007;16h00;Domingo;Palmeiras;Cruzeiro;Cruzeiro;Parque Antartica;1;3;SP;MG;MG
4;03/06/2007;16h00;Domingo;Juventude;America-RN;Juventude;Alfredo Jaconi;3;0;RS;RN;RS
4;03/06/2007;18h10;Domingo;Parana;Sao Paulo;Sao Paulo;Durival de Brito;0;1;PR;SP;SP
4;04/06/2007;20h30;Segunda-feira;Internacional;Nautico;Internacional;Beira Rio;2;0;RS;PE;RS
5;09/06/2007;18h10;Sabado;Palmeiras;Botafogo-RJ;-;Parque Antartica;1;1;SP;RJ;-
5;09/06/2007;18h10;Sabado;Nautico;Parana;-;Aflitos;4;4;PE;PR;-
5;09/06/2007;18h10;Sabado;Vasco;Gremio;Vasco;Sao Januario;4;0;RJ;RS;RJ
5;10/06/2007;18h10;Domingo;Sao Paulo;Atletico-MG;Atletico-MG;Morumbi;0;1;SP;MG;MG
5;10/06/2007;16h00;Domingo;America-RN;Corinthians;Corinthians;Machadao;1;2;RN;SP;SP
5;10/06/2007;16h00;Domingo;Figueirense;Flamengo;Figueirense;Orlando Scarpelli;4;0;SC;RJ;SC
5;10/06/2007;16h00;Domingo;Fluminense;Sport;Fluminense;Maracana;3;0;RJ;PE;RJ
5;10/06/2007;16h00;Domingo;Athletico-PR;Goias;Goias;Kyocera Arena;0;3;PR;GO;GO
5;10/06/2007;18h10;Domingo;Internacional;Santos;Internacional;Beira Rio;1;0;RS;SP;RS
5;10/06/2007;18h10;Domingo;Cruzeiro;Juventude;Juventude;Mineirao;2;3;MG;RS;RS
12;14/06/2007;20h30;Quinta-feira;Botafogo-RJ;Vasco;Botafogo-RJ;Maracana;4;0;RJ;RJ;RJ
6;16/06/2007;18h10;Sabado;Flamengo;Internacional;-;Maracana;2;2;RJ;RS;-
6;16/06/2007;18h10;Sabado;Corinthians;Parana;-;Morumbi;0;0;SP;PR;-
6;16/06/2007;18h10;Sabado;Gremio;Cruzeiro;Cruzeiro;Olimpico Monumental;0;2;RS;MG;MG
6;17/06/2007;18h10;Domingo;Sport;America-RN;-;Ilha do Retiro;2;2;PE;RN;-
6;17/06/2007;16h00;Domingo;Athletico-PR;Fluminense;-;Kyocera Arena;1;1;PR;RJ;-
6;17/06/2007;16h00;Domingo;Atletico-MG;Figueirense;Atletico-MG;Mineirao;4;1;MG;SC;MG
6;17/06/2007;18h10;Domingo;Botafogo-RJ;Nautico;Botafogo-RJ;Maracana;3;1;RJ;PE;RJ
6;17/06/2007;16h00;Domingo;Goias;Palmeiras;Goias;Serra Dourada;3;1;GO;SP;GO
6;17/06/2007;18h10;Domingo;Juventude;Santos;Santos;Alfredo Jaconi;0;2;RS;SP;SP
6;17/06/2007;16h00;Domingo;Sao Paulo;Vasco;Sao Paulo;Morumbi;2;0;SP;RJ;SP
7;23/06/2007;18h10;Sabado;Juventude;Figueirense;-;Alfredo Jaconi;1;1;RS;SC;-
7;23/06/2007;18h10;Sabado;Parana;Sport;Parana;Durival de Brito;1;0;PR;PE;PR
7;24/06/2007;16h00;Domingo;Palmeiras;Athletico-PR;Athletico-PR;Parque Antartica;0;2;SP;PR;PR
7;24/06/2007;16h00;Domingo;Cruzeiro;Atletico-MG;Cruzeiro;Mineirao;4;2;MG;MG;MG
7;24/06/2007;16h00;Domingo;America-RN;Fluminense;Fluminense;Machadao;0;1;RN;RJ;RJ
7;24/06/2007;18h10;Domingo;Nautico;Goias;Goias;Aflitos;0;2;PE;GO;GO
7;24/06/2007;18h10;Domingo;Internacional;Gremio;Gremio;Beira Rio;0;2;RS;RS;RS
7;24/06/2007;16h00;Domingo;Santos;Sao Paulo;Sao Paulo;Vila Belmiro;0;2;SP;SP;SP
8;28/06/2007;20h30;Quinta-feira;Figueirense;Sao Paulo;-;Orlando Scarpelli;0;0;SC;SP;-
8;28/06/2007;20h30;Quinta-feira;Sport;Nautico;Sport;Ilha do Retiro;4;1;PE;PE;PE
8;30/06/2007;18h10;Sabado;Internacional;Atletico-MG;-;Beira Rio;1;1;RS;MG;-
8;30/06/2007;18h10;Sabado;Parana;Athletico-PR;-;Durival de Brito;2;2;PR;PR;-
8;30/06/2007;16h00;Sabado;Santos;Gremio;-;Vila Belmiro;0;0;SP;RS;-
8;30/06/2007;18h10;Sabado;Fluminense;Botafogo-RJ;Botafogo-RJ;Engenhao;1;2;RJ;RJ;RJ
8;30/06/2007;16h00;Sabado;Cruzeiro;Vasco;Cruzeiro;Mineirao;3;1;MG;RJ;MG
8;30/06/2007;16h00;Sabado;America-RN;Goias;Goias;Machadao;0;3;RN;GO;GO
8;30/06/2007;18h10;Sabado;Corinthians;Palmeiras;Palmeiras;Morumbi;0;1;SP;SP;SP
9;03/07/2007;21h45;Terça-feira;Goias;Botafogo-RJ;-;Serra Dourada;1;1;GO;RJ;-
9;03/07/2007;20h30;Terça-feira;Athletico-PR;Nautico;-;Kyocera Arena;1;1;PR;PE;-
9;03/07/2007;20h30;Terça-feira;Fluminense;Parana;-;Raulino de Oliveira;0;0;RJ;PR;-
9;03/07/2007;20h30;Terça-feira;Figueirense;Cruzeiro;Figueirense;Orlando Scarpelli;2;1;SC;MG;SC
9;03/07/2007;20h30;Terça-feira;Gremio;Juventude;Gremio;Olimpico Monumental;3;1;RS;RS;RS
9;03/07/2007;19h30;Terça-feira;Palmeiras;America-RN;Palmeiras;Parque Antartica;2;0;SP;RN;SP
9;03/07/2007;20h30;Terça-feira;Sao Paulo;Internacional;Sao Paulo;Morumbi;1;0;SP;RS;SP
9;04/07/2007;16h00;Quarta-feira;Atletico-MG;Flamengo;-;Mineirao;1;1;MG;RJ;-
9;04/07/2007;16h00;Quarta-feira;Sport;Corinthians;Sport;Ilha do Retiro;2;1;PE;SP;PE
9;04/07/2007;16h00;Quarta-feira;Vasco;Santos;Vasco;Sao Januario;4;0;RJ;SP;RJ
10;06/07/2007;20h30;Sexta-feira;Parana;America-RN;America-RN;Durival de Brito;0;1;PR;RN;RN
29;07/07/2007;18h10;Sabado;Sao Paulo;Flamengo;-;Morumbi;0;0;SP;RJ;-
10;07/07/2007;16h00;Sabado;Corinthians;Fluminense;-;Pacaembu;1;1;SP;RJ;-
10;07/07/2007;18h10;Sabado;Botafogo-RJ;Athletico-PR;Botafogo-RJ;Mane Garrincha;2;0;RJ;PR;RJ
10;07/07/2007;18h10;Sabado;Goias;Sport;Goias;Serra Dourada;3;2;GO;PE;GO
10;07/07/2007;16h00;Sabado;Atletico-MG;Gremio;Gremio;Mineirao;0;1;MG;RS;RS
10;07/07/2007;18h10;Sabado;Internacional;Figueirense;Internacional;Beira Rio;2;1;RS;SC;RS
10;07/07/2007;18h10;Sabado;Juventude;Vasco;Juventude;Alfredo Jaconi;2;0;RS;RJ;RS
10;07/07/2007;18h10;Sabado;Nautico;Palmeiras;Palmeiras;Aflitos;0;1;PE;SP;SP
10;07/07/2007;16h00;Sabado;Santos;Cruzeiro;Santos;Vila Belmiro;4;1;SP;MG;SP
11;12/07/2007;20h30;Quinta-feira;Juventude;Nautico;-;Alfredo Jaconi;1;1;RS;PE;-
11;12/07/2007;20h30;Quinta-feira;Parana;Figueirense;Figueirense;Durival de Brito;1;2;PR;SC;SC
11;12/07/2007;20h30;Quinta-feira;Vasco;Athletico-PR;Vasco;Sao Januario;1;0;RJ;PR;RJ
11;14/07/2007;16h00;Sabado;Gremio;Palmeiras;-;Olimpico Monumental;1;1;RS;SP;-
11;14/07/2007;20h30;Sabado;Corinthians;Sao Paulo;-;Morumbi;1;1;SP;SP;-
11;14/07/2007;20h00;Sabado;Cruzeiro;Goias;Cruzeiro;Mineirao;2;1;MG;GO;MG
11;14/07/2007;20h00;Sabado;America-RN;Internacional;Internacional;Machadao;1;2;RN;RS;RS
11;14/07/2007;16h00;Sabado;Santos;Botafogo-RJ;Santos;Vila Belmiro;3;0;SP;RJ;SP
11;14/07/2007;16h00;Sabado;Sport;Atletico-MG;Sport;Ilha do Retiro;2;0;PE;MG;PE
12;18/07/2007;20h30;Quarta-feira;Atletico-MG;America-RN;Atletico-MG;Mineirao;4;1;MG;RN;MG
12;18/07/2007;20h30;Quarta-feira;Athletico-PR;Juventude;Athletico-PR;Kyocera Arena;4;0;PR;RS;PR
12;18/07/2007;21h45;Quarta-feira;Nautico;Cruzeiro;Cruzeiro;Aflitos;1;4;PE;MG;MG
12;18/07/2007;21h45;Quarta-feira;Sao Paulo;Fluminense;Fluminense;Morumbi;0;1;SP;RJ;RJ
12;18/07/2007;21h45;Quarta-feira;Internacional;Corinthians;Internacional;Beira Rio;3;0;RS;SP;RS
12;18/07/2007;19h30;Quarta-feira;Figueirense;Sport;Sport;Orlando Scarpelli;0;1;SC;PE;PE
12;19/07/2007;20h30;Quinta-feira;Goias;Gremio;-;Serra Dourada;0;0;GO;RS;-
12;19/07/2007;20h30;Quinta-feira;Palmeiras;Santos;-;Parque Antartica;2;2;SP;SP;-
14;19/07/2007;20h30;Quinta-feira;Atletico-MG;Fluminense;Atletico-MG;Mineirao;3;0;MG;RJ;MG
14;19/07/2007;15h00;Quinta-feira;Botafogo-RJ;Juventude;Botafogo-RJ;Giulite Coutinho;3;1;RJ;RS;RJ
12;19/07/2007;20h30;Quinta-feira;Flamengo;Parana;Parana;Parque do Sabia;1;2;RJ;PR;PR
14;19/07/2007;20h30;Quinta-feira;Sao Paulo;Sport;Sao Paulo;Morumbi;3;1;SP;PE;SP
13;21/07/2007;18h10;Sabado;America-RN;Athletico-PR;America-RN;Machadao;2;1;RN;PR;RN
13;21/07/2007;18h10;Sabado;Juventude;Internacional;Juventude;Alfredo Jaconi;2;0;RS;RS;RS
13;21/07/2007;18h10;Sabado;Vasco;Atletico-MG;Vasco;Sao Januario;4;0;RJ;MG;RJ
13;22/07/2007;18h10;Domingo;Sport;Botafogo-RJ;-;Ilha do Retiro;3;3;PE;RJ;-
13;22/07/2007;16h00;Domingo;Fluminense;Goias;Fluminense;Engenheiro Araripe;3;0;RJ;GO;RJ
13;22/07/2007;16h00;Domingo;Gremio;Flamengo;Gremio;Olimpico Monumental;1;0;RS;RJ;RS
13;22/07/2007;16h00;Domingo;Corinthians;Nautico;Nautico;Morumbi;0;3;SP;PE;PE
13;22/07/2007;18h10;Domingo;Parana;Palmeiras;Parana;Durival de Brito;1;0;PR;SP;PR
13;22/07/2007;18h10;Domingo;Santos;Figueirense;Santos;Vila Belmiro;3;1;SP;SC;SP
13;22/07/2007;16h00;Domingo;Cruzeiro;Sao Paulo;Sao Paulo;Mineirao;1;2;MG;SP;SP
14;25/07/2007;21h45;Quarta-feira;Figueirense;Corinthians;-;Orlando Scarpelli;2;2;SC;SP;-
14;25/07/2007;19h30;Quarta-feira;Athletico-PR;Cruzeiro;-;Kyocera Arena;2;2;PR;MG;-
14;25/07/2007;20h30;Quarta-feira;Flamengo;America-RN;Flamengo;Mario Helenio;3;1;RJ;RN;RJ
14;25/07/2007;19h30;Quarta-feira;Goias;Santos;Goias;Serra Dourada;1;0;GO;SP;GO
